5/17/2015,"Apple Acquires Coherent Navigation, a GPS Start-Up",The purchase further bolsters Apple’s mapping technology and services.
5/14/2015,Is Your Child Your Excuse to Buy an Apple Watch?,"The Apple Watch does exactly what I wanted it to do: helps me to connect when I need to, and disconnect when I don’t."
5/5/2015,Apple Watch: A Test Run for Travelers,Will the Apple Watch become as indispensable on the road as a passport? Siri won’t say. But we will.
5/5/2015,The Apple Watch: More Than Just a Bracelet,"For the first installment of his new column, T’s critic at large Jody Rosen considers the cultural history of the gadget everyone’s talking about."
5/4/2015,Apple TV Remote Expected to Add Touch Pad in Redesign,"When Apple introduces its new TV box this summer, the remote control will gain a touch pad and also be slightly thicker than the current version."
6/30/2015,Ruling That Apple Led E-Book Pricing Conspiracy Is Upheld,A federal appeals court said it agreed with a 2013 decision that Apple conspired with publishers to raise prices for e-books.
6/24/2015,Apple Signs Thousands of Independent Labels in Royalty Deal,"The Beggars Group, a powerful independent record company, and Merlin, a trade group, announced that they reached a licensing deal with Apple."
6/26/2015,Popcast: Apple Music and Beats 1,"Ben Ratliff and Ben Sisario discuss Apple Music, the much-anticipated music-streaming service to be launched June 30."
6/25/2015,"Zane Lowe, the D.J. Scratching Out Beats 1 for Apple","Mr. Lowe, formerly Britain’s most influential radio jock, is in the mix of Apple’s revamped music strategy."
6/21/2015,Taylor Swift Criticism Spurs Apple to Change Royalties Policy,"Ms. Swift had framed a letter posted to her Tumblr page as an explanation for why she was withholding her latest album, “1989,” from Apple’s new music streaming service."
6/23/2015,"With a Tap of Taylor Swift’s Fingers, Apple Retreated",Ms. Swift’s victory in a one-day battle against Apple this week showed she has a rare power to influence the music business.
6/30/2015,Apple Music Makes Debut With D.J. Carrying the Flag,"If Apple Music is successful, it could deliver billions of dollars in revenue to the music industry and establish streaming music as a stable business."
6/25/2015,Taylor Swift to Stream ‘1989’ Album on Apple Music,The singer’s move apparently ends her dispute with Apple over its plan not to pay royalties to artists during three-month trial periods of the new app.
6/28/2015,"Taylor Swift Scuffle Aside, Apple’s New Music Service Is Expected to Thrive",The tech giant has managed to keep regulators at bay and to appease a pop star angry over Apple Music. But the true test remains how well its products work.
6/17/2015,Video Feature: Apple Watch Apps That Are Available Now,"Before Apple’s new plan to increase app production takes off, try some of these existing offerings, including a real-time weather app and a seven-minute workout app."
7/22/2015,"In Apple Watch Debut, Signs of a Familiar Path to Success","Some technology pundits have declared the device a flop, but Apple has a history of using incremental improvements to make its products indispensable."
7/21/2015,"Apple Profit Up 38%, but iPhone Sales Disappoint Wall Street","While the quarter’s phone sales were one-third higher than a year ago, at 47.5 million, they fell short of analysts’ estimates, and the stock fell."
7/23/2015,Daily Report: Sales of Apple Watch Suggest a Familiar Path to Success,"Some technology pundits have declared the device a flop, but Apple has a history of using incremental improvements to make its products indispensable."
7/19/2015,Apple Waits as App Developers Study Who’s Buying Its Watch,Facebook and other companies have struggled with how wearers of the device could have a good experience with their apps tailored to a small screen.
7/22/2015,Daily Report: Apple’s ‘Amazing Quarter’ Isn’t Good Enough for Wall Street,"While Apple’s phone sales were one-third higher in the quarter than a year ago, at 47.5 million, they fell short of analysts’ estimates, and the stock fell."
7/20/2015,"Greece’s Debt Payments, Apple Earnings and Credit Suisse Results","Greece is expected to pay 4.25 billion euros due on bonds; later this week, earnings reports will be announced by Apple, Morgan Stanley, Credit Suisse and General Motors."
7/9/2015,"With CarPlay, Apple Looks to Upend Tradition",Apple’s proposal that automakers write apps for technology company software raises concerns about security and safety.
7/31/2015,Open the Music Industry’s Black Box,Streaming is bigger than ever. So why are artists doing so badly?
7/24/2015,Taking Stock of a Hard Drive’s Files,And how to get iTunes on a PC play over Bluetooth speakers.
7/30/2015,Addicted to Your Smartphone? The Company That Made It Would Like You to Think So.,"Brian X. Chen, The Times’s consumer technology expert, explains why smartphone companies are so interested in what their products are doing to us."
8/28/2015,"Ian Rogers, Apple Music Executive, Is Leaving Company",Mr. Rogers’s departure comes as a surprise; the music streaming service he led began only two months ago.
8/30/2015,Big Apple Circus to Focus on Early Travel in 38th Season,The Big Apple Circus returns to Lincoln Center in October.
8/24/2015,Apple Stock Reacts After Tim Cook Email Praises China Sales,"The chief executive of Apple said business was booming in China, where the company has long laid the groundwork to reap big sales."
8/16/2015,New Dr. Dre Album Serves as a Test for Apple Music,"“Compton: A Soundtrack” had 25 million streams worldwide in its first week on Apple’s new service, but is expected to open in second place in the United States."
8/11/2015,"In a Shift, Rite Aid to Accept Apple and Google Mobile Payments","The pharmacy chain is the latest retailer to accept the mobile payments, which involve little more than waving a phone to conduct a transaction."
8/6/2015,"Apple Music Attracts 11 Million Users in Trial Period, Executive Says","The executive, Eddy Cue, said he was “thrilled” with the early results for the streaming service, which was introduced on June 30."
8/31/2015,"In Topping Charts, Disturbed Accomplishes a Rare Feat","The metal band Disturbed has the No. 1 album this week with “Immortalized” (Reprise), pushing Luke Bryan’s “Kill the Lights” to the No. 2 spot."
8/25/2015,Daily Report: What a Hiccup in Start-Up Land Might Look Like,"If the market doesn’t start to turn around soon, all the giant fund-raising rounds may be in limbo — as well as the life of some of today’s start-ups."
8/26/2015,Facebook Tests a Digital Assistant for Its Messaging App,Facebook is wading into the increasingly crowded field of digital personal assistants with a new offering called M.
8/25/2015,Advisers Work to Calm Fearful Investors,"On some days, market psychology can count for more than long-term fundamentals, pushing panicked investors to sell."
9/18/2015,A Suspicious Object,The perils of being an absent-minded father.
9/29/2015,"Tim Cook, Apple’s Chief, Speaks on Civic Duty","Timothy D. Cook, Apple’s chief executive, discussed civic duty, environment and selling to businesses at an event on Tuesday."
9/21/2015,"Apple Improves the Watch, Slightly  ","The company has made some small and useful improvements, but this is still a product of limited use for most people."
9/28/2015,Apple iPhone 6s Breaks First-Weekend Sales Record,"More than 13 million iPhone 6s and 6s Plus phones were sold, topping the 10 million iPhone 6 and 6 Plus devices sold in their first weekend last year."
9/16/2015,Apple Delays Release of New Apple Watch Software,Apple said it was delaying the release of a software update to Apple Watch because of a bug in the software.
9/30/2015,App Smart | Best Apps for Apple Watch,"A look at the Citymapper, Carrot Weather and Rules apps and how to optimize them in the second generation operating system for the Apple Watch."
9/30/2015,A Grab Bag of Software for the Apple Watch Upgrade,"Apps recommended for watchOS 2 include the forecaster Carrot Weather, Citymapper for various modes of travel and the recording program Just Press Record."
9/22/2015,"Siri, Apple Music and Other iPhone Questions","We asked readers to send us questions about Apple’s newest smartphones, the iPhone 6s and 6s Plus, which go on sale Friday. Here are some answers."
9/14/2015,Burberry Creates a Channel for Apple Music,"Burberry is launching a channel on Apple Music. The two companies share a history, with Apple recruiting Burberry’s then chief executive, Angela Ahrendts, in 2013."
9/17/2015,Apple and Google Create a Buzz at Frankfurt Motor Show,"The risk is less that cars from technology giants would destroy Mercedes-Benz or BMW, but rather that carmakers would become mere providers of hardware."
10/29/2015,"This Halloween, Be the Talk of the Party",Conceptual costumes are hot. Here’s how to stand out.
10/29/2015,The New Apple TV Invigorates the Set-Top Box,Its plethora of innovations and apps leads me to conclude that the upgraded box is now the best TV streaming device.
10/26/2015,The Mysterious Case of Apple and the Elusive Angela Ahrendts,"She’s the highest-paid female executive in the United States but, after more than a year at Apple, she’s rarely seen."
10/27/2015,"IPhone Demand Drives Apple Profit, but Outlook Is Muted","Despite strong sales of the new iPhone models, Apple’s forecast for the holiday season — traditionally its strongest quarter — was cautious."
10/29/2015,How Apple TV Stacks Up: A Rundown of Streaming Devices,"We tested video streaming devices from Apple, Amazon, Roku and Google, and the Apple TV stood out. But it’s not the best for everyone. Here are the pros and cons of each device."
10/27/2015,"Daily Report: Apple, Twitter Next Up for Tech Earnings",The most valuable company in the world and a company that aspires to be among the giants both report quarterly earnings on Tuesday afternoon. One faces big expectations and the other faces genuine concerns about its future.
10/20/2015,Apple Music Has 6.5 Million Paying Subscribers,"Timothy D. Cook, the company’s chief executive, said the new streaming service had 15 million total users, with 6.5 million paying customers."
10/19/2015,"Exploring Apples Downtown, and in the Hudson Valley","Also, a couture steak from Ralph Lauren; an apple cider syrup; a discussion on food in the next year; seafood in a can; and a whiskey board book."
10/26/2015,"Apple Earnings, United States Economic Data and Oil Results","This week, data on durable goods orders, consumer confidence and economic growth will be released. In addition, several companies including Apple and Exxon Mobil will report earnings."
10/20/2015,Apple and WME/IMG Bid to Be the Dream Team of Fashion TV,"A channel devoted entirely to fashion (broadly defined), is debuting exclusively on Apple TV."
11/12/2015,5 New Apple Varieties,"­Junami, Kanzi, RubyFrost, Opal and SnapDragon are a handful of the newest kind."
11/11/2015,Video Feature: Playing to the Strengths of the New Apple TV,"Gaming, shopping, video and utility apps that have the potential to make your television truly “smart.”"
11/11/2015,App Smart | Apple TV Apps,"New devices for the televisionlike Apple TV can now run apps, including shopping apps like Gilt and games like Asphalt 8."
11/12/2015,Apple Plans Peer-to-Peer Payment Service ,The company is in talks with banks about a service that would let people use their iPhones to send money to one another as easily as they send messages.
11/12/2015,Apple Apologizes to Black Students Ejected From Store in Australia,Video of the episode showed an employee saying there were fears they might “steal something.”
11/10/2015,"Tasting and Testing a Genetically Modified, Non-Browning Apple",A non-browning apple passes the backpack and blender test—but will the genetic modification win parental approval?
11/10/2015,Volkswagen Hires Expert in Self-Driving Cars From Apple,The move indicates that the German carmaker will continue to invest in advanced technologies despite the burdens of its emissions cheating crisis.
11/3/2015,The Future of Apples,Fruit breeders around the world have been busy creating an array of newer varieties of apples.
11/9/2015,"With a Mobile Website Like an App, Flipkart Takes a Swipe at Apple",Flipkart worked with Google to create a new mobile website that was unveiled on Monday in a move to improve the mobile web experience and steer away from apps.
11/3/2015,Beyond the Honeycrisp Apple,"Fruit breeders have been creating varieties with flashy names like Cosmic Crisp and SnapDragon, leaving Red Delicious and McIntosh behind and hoping to knock off recent favorites."
12/29/2015,Breaking Up With Apple Music,"If you have reached the end of the free three-month trial of the streaming service and find it is not for you, here’s how to stop the monthly bills."
12/30/2015,Apple Settles Tax Dispute With Italian Authorities,The American technology company reached a deal after an inquiry into whether it had moved revenue from its Italian operations through an Irish subsidiary.
12/17/2015,Apple Makes Shifts in Senior Management,"One executive, Jeff Williams, was promoted to the job of chief operating officer, a position that had gone unfilled since 2011."
12/22/2015,Apple Pushes Against British Talk of Softening Encryption,"Faced with proposed crackdowns on encrypted communications after terrorist attacks in Paris and California, Apple argued that lawmakers calling for such access do not understand the technical challenges."
12/18/2015,Apple Pay Is Set to Arrive in China,"The deal, in a huge digital market, may give a boost to Apple Pay, which lets users pay for goods by holding a mobile device near a credit card reader."
12/30/2015,"With Taps on the Wrist, Apple Watch Points to the Future","After wearing an Apple Watch for eight months, a Times White House correspondent is convinced that smartwatches will eventually be considered essential."
12/13/2015,Apple Gains Exclusive Streaming Deal With Taylor Swift,"The new streaming service Apple Music will show a film of Ms. Swift’s concert in Australia, part of her world tour promoting her latest album."
12/14/2015,Samsung’s Patent Loss to Apple Is Appealed to Supreme Court,"Samsung has filed an appeal to the Supreme Court, arguing that the legal framework for design patents is an issue larger than its dispute with Apple."
12/9/2015,Apple Names Periscope the Top iPhone App of 2015,"Apple unveiled its best apps list for 2015, featuring what the company deems the most innovative and top software downloads of the year."
12/8/2015,Apple Executive Seeks a Touch of Chic at Retail Stores,"The retail executive, Angela Ahrendts, says that the Phantom, a non-Apple wireless speaker which starts at $1,990, will receive prominent display treatment."
1/24/2016,Looking for Signs That Apple’s Runaway Growth Is Waning,"With iPhone sales projected to decelerate, investors will be scouring Apple’s earnings report on Tuesday for signs of how fast the company’s downshift is happening."
1/27/2016,"No Need to Fret, Apple Is Doing Fine","If Apple is hitting a plateau because of slower iPhone growth, it’s one of the highest plateaus ever reached in the business world."
1/26/2016,Apple Says Sales of iPhones Have Slowed,"The company’s quarterly revenue fell short of Wall Street forecasts, and it issued a disappointing forecast for the current period."
1/29/2016,Apple Sets Its Sights on Virtual Reality,Apple has acquired an augmented reality start-up called Flyby Media and hired the former director of the Center for Human-Computer Interaction at Virginia Tech.
1/22/2016,Alphabet Close to Overtaking Apple as Most Valuable Company,Investors value the search firm’s earnings from fast-growing digital advertising twice as highly as Apple’s from a saturating smartphone market. They may be overlooking serious risks.
1/26/2016,Making Music on an Android Tablet,Apple’s GarageBand is not the only show in town.
1/25/2016,Moving Your iTunes Library to a New Mac,"Apple provides the software to move your files from an old Mac to a new one, but you need to provide the connection."
1/27/2016,Protecting Personal Information From Virtual Assistants,"In order to be of use, assistants like Cortana and Siri need to know a lot about you. Reading the companies’ privacy statements can give you an idea of how much."
1/30/2016,Farhad and Mike’s Week in Tech: Lessons From Earnings Season,"Analysis on Apple’s iPhone sales, Microsoft’s rebound, Amazon’s profits and Facebook’s success with mobile advertising."
1/27/2016,Daily Report: The iPad’s Blaze of Glory,It is striking to think about the device’s trajectory since its introduction six years ago.
2/24/2016,Apple Is Said to Be Trying to Make It Harder to Hack iPhones,"Concerned about the government’s insistence that it break into a terrorist’s phone, the company wants to take that power out of its own hands."
2/24/2016,Apple Faces U.S. Demand to Unlock 9 More iPhones,The disclosure seems to bolster the company’s position that cooperating with prosecutors in a California mass shooting case could have a wider effect.
2/17/2016,Explaining Apple’s Fight With the F.B.I.,"Technologists and legal experts are dissecting what the company can’t, or won’t, do to help unlock the iPhone of a San Bernardino attacker."
2/20/2016,Apple Sees Value in Its Stand to Protect Security,Apple’s refusal to help the F.B.I. break into its secure mobile operating system may benefit its brand in the rest of the world.
2/21/2016,"Apple Still Holds the Keys to Its Cloud Service, but Reluctantly","Through encryption, the tech giant tried to remove itself from the equation when law enforcement requested access. But iCloud presents challenges."
2/19/2016,Justice Department Calls Apple’s Refusal to Unlock iPhone a ‘Marketing Strategy’,Prosecutors offered a sharp rejoinder to Apple’s position that refusing to help the government was a matter of protecting customers’ privacy.
2/17/2016,Apple Fights Order to Unlock San Bernardino Gunman’s iPhone,"Timothy D. Cook, Apple’s chief, said the government’s request to bypass security on the phone used by Syed Rizwan Farook had “chilling” implications."
2/24/2016,The Apple Case Will Grope Its Way Into Your Future,"In an Internet of Things world, every home appliance could be turned into a listening post. That’s why the Apple case matters."
2/19/2016,Apple’s Line in the Sand Was Over a Year in the Making,An operating system update with enhanced encryption technology in late 2014 set the stage to put Apple increasingly at odds with prosecutors seeking to unlock iPhones.
2/19/2016,"How Tim Cook, in iPhone Battle, Became a Bulwark for Digital Privacy","As Apple’s products came to house more private information, the chief executive grew wary of prying eyes, leading to the standoff with the F.B.I."
3/28/2016,U.S. Says It Has Unlocked iPhone Without Apple,"The Justice Department announcement, in a court filing, ends an immediate legal battle over the San Bernardino shooting case but raises questions about Apple’s security."
3/28/2016,Filing to Drop Case Against Apple,"The Justice Department said that it had found a way to unlock an iPhone without help from Apple, allowing the agency to withdraw its legal effort to compel the company to assist in a mass-shooting investigation."
3/30/2016,Apple’s New Challenge: Learning How the U.S. Cracked Its iPhone,"The company lacks information on the method used to break into the iPhone of a gunman in San Bernardino, Calif."
3/21/2016,U.S. Says It May Not Need Apple’s Help to Unlock iPhone,A court hearing set for Tuesday was canceled in the Justice Department’s bid to gain access to phone data in the San Bernardino mass shooting inquiry.
3/23/2016,Apple Policy on Bugs May Explain Why Hackers Would Help F.B.I.,"Apple does not pay hackers to find and report bugs, which may explain why a third party has offered to help the government break into an iPhone."
3/24/2016,F.B.I. Clash With Apple Loosed a Torrent of Possible Ways to Hack an iPhone,"The prominence of the case has stimulated people worldwide to try to get into the device, and now the government has to check out their ideas."
3/21/2016,Apple May Be Willing to Risk Contempt Charge,"A judge can hold Apple in contempt for refusing to comply with an order to unlock an iPhone, but the threat may be ineffective."
3/21/2016,"Judge in Apple Case Seen as Unfazed by Stress, Even a Plane Crash","Sheri Pym, who is overseeing the case between Apple and the Justice Department, is described as unflappable, even when a plane crashed into her house."
3/20/2016,Apple vs. the F.B.I.: How the Case Could Play Out,"The New York Times reporters Katie Benner, who covers technology, and Matt Apuzzo, who covers national security, debate the iPhone case as it heads to a hearing."
3/21/2016,Apple and Justice Dept. Prepare to Face Off in Court,"The issue is complicated, the stakes are high and both sides expect the case will end up in the Supreme Court."
4/27/2016,"With Finality, F.B.I. Opts Not to Share iPhone-Unlocking Method","The bureau said that it would not ask for a review of the tactics used to break into the iPhone of a San Bernardino, Calif., attacker."
4/21/2016,F.B.I. Director Suggests Bill for iPhone Hacking Topped $1.3 Million,"Previously, the F.B.I. had been unwilling to say how much it paid to look into the iPhone of a gunman in the San Bernardino shootings."
4/19/2016,F.B.I. Says It Needs Hackers to Keep Up With Tech Companies,"Government officials and Apple representatives showed no sign of compromise in their battle over encryption and privacy, as they appeared before a congressional panel."
4/14/2016,F.B.I. Used Hacking Software Decade Before iPhone Fight,Newly declassified and released records show in new detail how F.B.I. hackers worked to defeat encryption over a decade before the agency’s recent fight with Apple over access to a locked iPhone.
4/6/2016,F.B.I. Lawyer Won’t Say if Data From Unlocked iPhone Is Useful,"James A. Baker, the F.B.I.’s general counsel, said the bureau was still working on putting the extracted data to use."
4/26/2016,"IPhone Sales Drop, and Apple’s 13-Year Surge Ebbs","Revenue fell 13 percent, to $50.6 billion, as sales of the company’s flagship product fell with little else to take its place."
4/22/2016,Apple Services Shut Down in China in Startling About-Face,"The iBooks Store and iTunes Movies were closed six months after they began in China, which had been more welcoming of Apple than other tech companies."
4/23/2016,"On Encryption Battle, Apple Has Advocates in Ex-National Security Officials",More than a half-dozen prominent former national security officials support Apple in the debate over balancing privacy and security in the digital age.
4/28/2016,Carl Icahn Says He Has Sold His Stake in Apple Over China Concerns,Mr. Icahn says he is worried the country’s government could make it difficult for the company to do business there.
4/18/2016,"Apple to Testify Again, and VW Due Date Nears","Apple and the F.B.I. will defend their positions on encryption. And Volkswagen faces a Thursday deadline to present its plan to fix 600,000 diesel cars in the United States."
5/12/2016,"An Old Idea, Revived: Starve Cancer to Death","In the early 20th century, the German biochemist Otto Warburg believed that tumors could be treated by disrupting their source of energy. His idea was dismissed for decades — until now."
5/26/2016,Rethinking Apple’s Recipe for Success,"An aging iPhone, a tepid stock price and a pile of idle cash, however, could make even a mediocre idea look awfully tempting."
5/19/2016,Warren Buffett Stake Suggests Apple Is All Grown Up,"When a value investor buys in, it’s a sign that a high-flying growth company has joined the ranks of venerable tech companies like IBM and Intel."
5/19/2016,"Apple Shifts From Genius Bars to Genius Groves, Hoping Patrons Linger","After a sales slump, the company is trying to lure newcomers to the Apple brand and persuade existing customers to buy more Apple goods."
5/18/2016,Apple Case Underscores Pitfalls of Doing Business in China,Tracking the dispute between Apple and a Chinese leather goods company using the iPhone trademark can be a frustrating journey through a maze.
5/16/2016,Buffett Takes $1 Billion Stake in Apple,"Investors might question Warren Buffett's aversion to tech stocks after his Berkshire Hathaway bought 9.8 million shares of Apple, according to a S.E.C. filing."
5/13/2016,"Apple Puts $1 Billion in Didi, a Rival to Uber in China","The investment gives the tech giant a big stake in the top ride-hailing service in China, where the iPhone maker has otherwise struggled."
5/13/2016,Apple’s $1 Billion Investment May Ease Ties With China,The investment in the Didi Chuxing ride-hailing app enlarges the American giant’s Asian footprint as it comes under greater scrutiny from Beijing.
5/9/2016,15-Year-Old’s 200 Vintage Apple Computers Are Now a Mac Museum,"Alex Jason has 200 vintage Apple computers, including a rare Apple I model from 1976, that he hopes to display in a new technology museum in Maine."
5/4/2016,"Apple, Set to Move to Its Spaceship, Should Try More Moonshots","To thrive in the next era of tech, one likely to be driven by data-rich online services, Apple needs to take a series of bigger, bolder risks."
6/30/2016,"Tekserve, Precursor to the Apple Store, to Close After 29 Years",The eclectic store on West 23rd Street in Manhattan sold and serviced Apple computers in an era when help wasn’t a Google search away.
6/17/2016,Apple iPhone Is Targeted in Beijing Patent Case,"A complaint from an obscure Chinese phone maker resulted in a partial iPhone sales ban, though the order has been stayed as Apple appeals."
6/20/2016,Apple May Soon Open Retail Stores in India,"While the stores are not expected to have a large impact on the company’s market share in India, some analysts say the change could help Apple attract the top tier of India’s smartphone buyers."
6/16/2016,Apple Faces an Artificial Intelligence Challenge,The titan of consumer technology has a conundrum: Can it create consumer delight in technology without snooping on its customers?
6/14/2016,Can Apple Think Outside the Device?,"Apple still seems to view online services as add-ons to its devices, not as products or platforms that rise above the equipment."
6/19/2016,"Apple, Uneasy Over Donald Trump, Won’t Support Republican Convention","The company, the latest in a string of sponsors to drop out, was said to be uncomfortable with Mr. Trump’s comments on trade with China, data encryption, Muslims and immigrants."
6/25/2016,Farhad’s and Mike’s Week in Tech: Are Apple’s Headphone Jacks the New Floppy Drive?,"Farhad and Mike discuss rumors that Apple will remove headphone jacks from the next iPhone, tech company metrics, Buzzfeed’s Uber investigation and other tech news."
6/13/2016,Microsoft and Apple Making Headlines,Microsoft’s planned acquisition of LinkedIn and Apple’s developer conference were the talk of tech on Monday.
6/13/2016,What You Need to Know About Apple’s Software Upgrades,"The Apple operating systems of iOS, tvOS, MacOS and WatchOS will be upgraded in the fall."
6/23/2016,"Buybacks by Companies Like Apple May Signal Danger, Not Growth","When companies funnel money into their own shares, earnings per share look better, but the buybacks can siphon money away from investments in innovation."
7/27/2016,Apple Pleases by Not Disappointing So Much,"Shares of the company rose in after-hours trading on Tuesday because its earnings report, though not pretty, was less bleak than Wall Street expected."
7/26/2016,"Apple’s iPhone Sales Drop Again, but Services Are a Bright Spot","A second quarter of dismal sales leaves analysts wondering: Are customers out of love with Apple, or just waiting for the latest products?"
7/26/2016,"With No Heroes in Sight, the Big Apple Circus Will Fold Its Tent",The beloved New York nonprofit circus has announced that it is ending its public performances after failing to raise the $2 million it said it needed to stay viable.
7/15/2016,"Apple, in Seeming Jab at Spotify, Proposes Simpler Songwriting Royalties",Apple proposed that streaming services pay 9.1 cents for every 100 plays of a song. That would significantly increase what its rival Spotify pays.
7/16/2016,Spotify and Apple Music: The Goth vs. the Stoner,"The perfect music streaming service, the Haggler writes, would be Spotify without the ghoulish user interface, combined with a clearheaded Apple Music."
7/7/2016,Apple’s iOS 10 Is Available for Beta Testers Who Want a Head Start,"Early adopters can try the new messaging app and improved photo software, and they can help the tech giant fix problems before the full release in the fall."
7/29/2016,Flowing Internet Video Streams Through the Television,"Plenty of internet-ready hardware can pull in programming over a broadband connection, and it takes just takes a few steps to set it all up."
7/1/2016,"Apple Flounders, but Tidal Will Not Steady the Boat","The presumed logic is that buying Tidal will help Apple strengthen its own service, but Tidal is struggling, too."
7/30/2016,Farhad’s and Mike’s Week in Tech: The Cautionary Tale of the Fall of Yahoo,"Twitter, Facebook, Google and Amazon shared their second-quarter earnings reports, and Yahoo agreed to sell itself to Verizon for about $5 billion."
7/26/2016,Easy Editing for Mac Photos,"Apple’s Photos for OS X has a button for one-click improvements to your pictures, but it also includes a toolbox for more detailed adjustments."
8/31/2016,"Apple, Congress and the Missing Taxes",The corporation and the United States have only themselves to blame for a record tax penalty in Europe.
8/31/2016,Fact-Checking Apple’s Claims on E.U. Tax Ruling,The company’s chief executive issued a defiant letter after Ireland was ordered to collect about $14.5 billion in back taxes.
8/29/2016,Apple Is Said to Owe Back Taxes to Irish Government,"The potential clawback, estimated to be hundreds of millions of dollars, may stoke tensions between American and European officials over tax policies."
8/30/2016,"Apple Owes $14.5 Billion in Back Taxes to Ireland, E.U. Says",The decision by the European commissioner for competition ramps up trans-Atlantic tensions over how much companies with global operations should pay to countries where they do business.
8/31/2016,"Yesterday, Outraged by Apple’s Tax Dodge. Today, by Its Tax Bill.",Lawmakers have criticized companies that avoid taxes by moving overseas. But they’re rallying to Apple’s defense after an E.U. demand for $14.5 billion in back taxes.
8/30/2016,Daily Report: The Tax Man Comes for Apple in Ireland,"Unlike their counterparts in the United States, European regulators are focusing on complaints about the technology industry."
8/16/2016,Apple’s Emoji Gun Control,"Symbols are free speech, too. We can’t let Big Tech make all our choices."
8/17/2016,Converting Spreadsheets in Apple’s Numbers to Excel,"Apple’s spreadsheet program can edit Microsoft Excel files, but you need to take an extra step to use those files in Excel again."
8/23/2016,"Apple Becomes a Green Energy Supplier, With Itself as Customer","As a wholesaler, the company can cut power costs and carbon dioxide emissions. It will get much of its supply from a solar energy farm now being built."
8/30/2016,"Morning Agenda: Truck of Takata Airbag Parts Explodes, Apple Faces Taxes, Mondelez Abandons Hershey",A blast of Takata airbag parts highlights just how risky it is to transport the propellant for the components.
9/22/2016,Apple Kicks the Tires at McLaren,"A tech company and a maker of high-tech cars might seem like a good fit, but it’s hard to see how McLaren can take Apple’s vehicular ambitions far."
9/21/2016,Apple Is Said to Be Talking to Vehicle Technology Companies,"Apple has discussed a partnership with McLaren, the racecar builder, sources say, and is talking with Lit Motors, developer of an electric motorcycle."
9/28/2016,More Fun on Your Wrist With New Apps for the Apple Watch,"Among the offerings, apps in which you can speak to your watch to update to-do lists or get a quick assist on deciphering a foreign language."
9/20/2016,How Tesla and Apple Could Be Good for Each Other,"Tesla is innovating in self-driving cars, solar energy and fast people-movers, but has a cash-flow problem. Apple is seen as lagging in ideas, but is flush with dormant money."
9/13/2016,Treasury Secretary on Apple’s Taxes,"Europe’s order for Ireland to collect $14.5 billion from Apple was “out of the framework of normal tax policy,” said Treasury Secretary Jacob Lew."
9/22/2016,"Apple Opens the iMessage Door, and the Ephemera Rushes In",Several new features have turned this intimate chat experience into more of a social network.
9/13/2016,Readers Ask About Apple’s New iPhone and Watch,"J.D. Biersdorfer and Brian X. Chen answer questions about the coming iPhone 7 and 7 Plus, and the new Apple Watch."
9/13/2016,"IPhone 7 Review: Though Not Perfect, New iPhones Keep Apple’s Promises","Although they lack a headphone jack, the iPhone 7 and 7 Plus are fast, their cameras take superb photos and the batteries last longer."
9/21/2016,How Companies Like Apple Dodge Taxes and Their Own Investors,"With countries cracking down on elaborate tax schemes, companies need to be more forthright with their own investors."
9/17/2016,Farhad’s and Paul’s Week in Tech: Apple’s China Conundrum and Samsung’s Recall Conundrum,"Increasingly, what matters for Apple is what people in China think of its products. As for self-driving cars, expect more failures before big success."
10/23/2016,Apple and Tesla to Report Earnings,Apple’s report will offer the first look at sales of the iPhone 7 and the extra business it is getting since Samsung’s troubles with the Galaxy Note 7.
10/27/2016,Apple’s New MacBook Pro Gets More Touchy,The new laptops feature a Touch Bar where function keys used to be. It works differently depending on the app in use.
10/29/2016,"Farhad and Mike’s Week in Tech: Microsoft, Apple and Halloween!",Farhad is going as sexy Donald Trump and Mike as Guy Fieri. Amazon gets them reminiscing about Matthew McConaughey in a 1990s stoner movie.
10/24/2016,"Drake Announces ‘More Life’ on His Preferred Platform, Apple Music","The rapper said a new release, which he called a playlist rather than an album, would arrive in December."
10/26/2016,"Apple Predicts a Big Holiday Bounce After Its Biggest Rival, Samsung, Falters","If the company’s forecast is accurate, it will mark a turnaround from what has been a disappointing year for the Silicon Valley giant."
10/26/2016,"Morning Agenda: New Antitrust Era, Relief for VW Owners, Apple’s Optimism","The AT&T deal with Time Warner comes during what could be a new era for competition law, as a new generation of legal scholars concentrate on different facets of mergers."
10/9/2016,"Apple and Samsung Clash in the Supreme Court, and Sony Goes Virtual",The justices will hear arguments about whether Samsung must pay Apple about $400 million for copying part of the iPhone’s design; Sony will offer the $399 PlayStation VR.
10/31/2016,Daily Report: Google’s Day in Europe’s Court Highlights Nature of New Tech,The search giant is one of several American tech companies facing inspections overseas for the way they do business.
10/22/2016,Farhad’s and Mike’s Week in Tech: The Political Evolution of Silicon Valley,"Tech is seeping into everything — but feels blindsided when its politics are called into question. Also, the Apple car and a short-term Twitter hire."
10/18/2016,When You Outgrow Your iCloud Storage,"Every iCloud user gets five free gigabytes of server space from Apple, but when space gets tight, you either have to prune or pay."
11/20/2016,"How Apple Empowers, and Employs, the American Working Class","The tech giant probably won’t bring all production to the United States, as Donald Trump has suggested, but it provides diverse opportunities for thousands of Americans, along with a ladder to climb."
